-1.0000,-1.000
-1.0000,-1.000
1.4000,102.340
1.5000,75.297
1.6000,55.392
1.7000,40.684
1.8000,29.753
1.9000,21.739
2.0000,15.853
2.1000,11.513
2.2000,8.308
2.3000,5.940
2.4000,4.196
2.5000,2.914
2.6000,1.981
2.7000,1.301
2.8000,0.814
2.9000,0.468
2.9500,0.335
3.0000,0.226
3.0500,0.135
3.1000,0.060
3.1500,-0.001
3.2000,-0.050
3.2500,-0.089
3.3000,-0.120
3.3250,-0.133
3.3500,-0.144
3.3750,-0.154
3.4000,-0.162
3.4250,-0.169
3.4500,-0.175
3.4750,-0.180
3.5000,-0.184
3.5250,-0.188
3.5500,-0.190
3.5750,-0.192
3.6000,-0.193
3.6250,-0.194
3.6500,-0.194
3.6750,-0.194
3.7000,-0.194
3.7250,-0.193
3.7500,-0.192
3.7750,-0.190
3.8000,-0.189
3.8500,-0.185
3.9000,-0.180
3.9500,-0.175
4.0000,-0.170
4.1000,-0.159
4.2000,-0.148
4.3000,-0.138
4.4000,-0.127
4.5000,-0.118
4.6000,-0.109
4.7000,-0.100
4.8000,-0.093
4.9000,-0.085
5.0000,-0.079
5.1000,-0.073
5.2000,-0.067
5.3000,-0.062
5.4000,-0.057
5.5000,-0.053
5.6000,-0.049
5.7000,-0.045
5.8000,-0.041
5.9000,-0.038
6.0000,-0.035
6.2500,-0.029
6.5000,-0.024
6.7500,-0.020
7.0000,-0.017
7.2500,-0.014
7.5000,-0.012
7.7500,-0.011
8.0000,-0.009
8.5000,-0.007
9.0000,-0.005
10.0000,-0.003
12.0000,-0.002
15.0000,-0.001
20.0000,0.000
30.0000,0.000
50.0000,0.000
