-1,0,0,0,0,30,30,30,30,60,60,60,60
-1,0,30,60,90,0,30,60,90,0,30,60,90
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.030840175,1.020246023
3.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.872813178,0.862224666
3.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.734716813,0.724239063
3.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.614061775,0.603774201
3.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.508647247,0.498608458
3.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.416539975,0.406796971
3.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.336071893,0.326664277
3.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.265829286,0.25678598
3.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.204609963,0.195949415
3.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15135836,0.143097375
3.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.105111888,0.097276569
3.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.064982187,0.057612569
3.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.030168687,0.023315331
3.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.50063E-05,-0.006305507
3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.026127582,-0.031834903
3.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.048622299,-0.053760253
3.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.067895607,-0.07249186
3.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.084323738,-0.088401388
3.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.09826914,-0.101855389
3.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.110070066,-0.113209879
4,-1,-1,-1,-1,-1,-1,2.415637809,-1,-1,-1,-0.120026954,-0.12277763
4.05,-1,-1,-1,-1,-1,-1,2.235716751,-1,-1,-1,-0.128391029,-0.130805556
4.1,-1,-1,-1,-1,-1,-1,2.063462281,-1,-1,-1,-0.135365627,-0.137481953
4.15,-1,-1,-1,-1,-1,-1,1.899090556,-1,-1,-1,-0.141126503,-0.142963937
4.2,-1,-1,-1,-1,-1,-1,1.742738559,-1,-1,-1,-0.145838664,-0.147392825
4.25,-1,-1,-1,-1,-1,-1,1.594477743,-1,-1,-1,-0.149645705,-0.150889318
4.3,-1,-1,-1,-1,-1,-1,1.454329129,-1,-1,-1,-0.152652135,-0.153554471
4.35,-1,-1,-1,-1,-1,-1,1.32226568,-1,-1,-1,-0.154929924,-0.155480071
4.4,-1,-1,-1,-1,-1,-1,1.198209964,-1,-1,-1,-0.156538211,-0.156753277
4.45,-1,-1,-1,-1,-1,-1,1.082035992,-1,-1,-1,-0.15753917,-0.157463931
4.5,-1,-1,-1,-1,-1,-1,0.973572779,-1,-1,-1,-0.158009641,-0.157704878
4.55,-1,-1,-1,-1,-1,-1,0.872607081,-1,-1,-1,-0.158037427,-0.157547649
4.6,-1,-1,-1,-1,-1,-1,0.778890907,-1,-1,-1,-0.157696525,-0.157031144
4.65,-1,-1,-1,-1,-1,-1,0.692155436,-1,-1,-1,-0.157024098,-0.1561863
4.7,-1,-1,-1,-1,-1,-1,0.612122036,-1,-1,-1,-0.156028265,-0.155047405
4.75,-1,-1,-1,-1,-1,-1,0.538502409,-1,-1,-1,-0.154718964,-0.153641657
4.8,-1,-1,-1,-1,-1,-1,0.470994341,-1,-1,-1,-0.153123683,-0.151990172
4.85,-1,-1,-1,-1,-1,-1,0.40928195,-1,-1,-1,-0.151283029,-0.150121753
4.9,-1,-1,-1,-1,-1,-1,0.353044366,-1,-1,-1,-0.149236927,-0.148073067
4.95,-1,-1,-1,-1,-1,-1,0.301965152,-1,-1,-1,-0.147005611,-0.145870023
5,-1,3.055075517,3.074169104,-1,-1,3.050000522,0.255732317,3.053521968,-1,3.048964361,-0.14459567,-0.143516778
5.05,-1,2.729691684,2.746997173,-1,-1,2.725472782,0.214029413,2.728917677,-1,2.724930373,-0.142030162,-0.141001712
5.1,-1,2.432690742,2.448337049,-1,-1,2.429203513,0.17653384,2.432559742,-1,2.429107161,-0.139346878,-0.138323675
5.15,-1,2.162245791,2.176356118,-1,-1,2.159362597,0.142927677,2.16263621,-1,2.159658991,-0.136564705,-0.13551357
5.2,-1,1.916544486,1.929237377,-1,-1,1.914170876,0.112903312,1.917360265,-1,1.914800156,-0.13368085,-0.132598186
5.25,-1,1.693808126,1.705198041,-1,-1,1.69189619,0.086170051,1.694976734,-1,1.692795696,-0.130695631,-0.129581453
5.3,-1,1.492315511,1.502510819,-1,-1,1.49085389,0.062460518,1.493781849,-1,1.491965518,-0.127625659,-0.12649185
5.35,-1,1.310427568,1.319528982,-1,-1,1.309421326,0.041530498,1.312147649,-1,1.310695138,-0.124491067,-0.123378533
5.4,-1,1.146605949,1.154706694,-1,-1,1.146053719,0.023155773,1.148537317,-1,1.147444516,-0.121300208,-0.120261041
5.45,-1,0.999409847,1.006596871,-1,-1,0.999289325,0.007115468,1.001506925,-1,1.000751956,-0.118073301,-0.117136348
5.5,-1,0.867481448,0.873835682,-1,-1,0.867743078,-0.006813545,0.869697825,-1,0.869237713,-0.114848516,-0.114005175
5.55,-1,0.749537931,0.755134924,-1,-1,0.750106191,-0.018845269,0.751828393,-1,0.751604924,-0.111633095,-0.110868887
5.6,-1,0.644365258,0.64927583,-1,-1,0.64515913,-0.029184828,0.646689436,-1,0.646639191,-0.10841822,-0.107736071
5.65,-1,0.550816436,0.555107057,-1,-1,0.551761701,-0.038027101,0.553143034,-1,0.553208092,-0.105223534,-0.104619667
5.7,-1,0.467824473,0.471556849,-1,-1,0.468856337,-0.045545024,0.470123274,-1,0.470260379,-0.10206512,-0.101515578
5.75,-1,0.394395856,0.397627052,-1,-1,0.395469588,-0.05189316,0.396637819,-1,0.396823625,-0.098943057,-0.098419132
5.8,-1,0.329604178,0.332387257,-1,-1,0.330699657,-0.057206197,0.331767704,-1,0.331997711,-0.09586576,-0.095340599
5.85,-1,0.272598672,0.27498215,-1,-1,0.273709011,-0.061594188,0.274665406,-1,0.274946459,-0.09284192,-0.092294048
5.9,-1,0.222589546,0.224617706,-1,-1,0.223716234,-0.065160568,0.224551392,-1,0.224890219,-0.089879554,-0.089305701
5.95,-1,0.178844454,0.180558079,-1,-1,0.179993037,-0.068007578,0.180708657,-1,0.181102325,-0.086991083,-0.086402125
6,4.671948046,0.140705048,0.142141388,4.694623869,4.671948046,0.141868293,-0.070223644,0.142476891,4.671948046,0.142911568,-0.084174934,-0.083580401
