5.1,-1,2.626800819,0.291022129,0.467665722,1.511940238,-1,4.525397327,-1,2.654510902,8.438482464,-1,0.849495399,-1,4.525397327,-1,2.645715463,3.863379253,10.47788024,0.134935008,3.804965168,4.525397327,-1,0.29960162,0.25107664,-1,16.07385254,2.682934215,4.525397327,-1,4.924330714,4.412076556,2.519965272,1.742772523,2.642832351,4.525397327,-1,16.46058597,41.38611476,0.209335124,-0.105209071,-1,4.525397327
5.15,-1,2.345118378,0.245851939,0.403521975,1.342589227,-1,4.05052762,-1,2.369835297,7.552200405,-1,0.745069827,-1,4.05052762,-1,2.361995025,3.456407192,9.367958192,0.107543901,3.404900938,4.05052762,-1,0.254692938,0.211247197,-1,14.32252947,2.394948813,4.05052762,-1,4.411469739,3.951193757,2.249064434,1.550997975,2.359414217,4.05052762,-1,14.67268298,36.47666023,0.174373178,-0.10575539,-1,4.05052762
5.2,-1,2.088249397,0.205347266,0.345658237,1.188358018,-1,3.617493657,-1,2.11021356,6.74733251,-1,0.650501633,-1,3.617493657,-1,2.10322708,3.085259443,8.362580459,0.083088045,3.039972632,3.617493657,-1,0.214242062,0.175437374,-1,12.74715671,2.132321973,3.617493657,-1,3.943641507,3.530597629,2.00200246,1.376195727,2.100919095,3.617493657,-1,13.06375429,32.0307037,0.142976239,-0.105933057,-1,3.617493657
5.25,-1,1.854542572,0.169164005,0.293628761,1.048230596,-1,3.223442089,-1,1.873967614,6.017556443,-1,0.565084116,-1,3.223442089,-1,1.867756216,2.747485987,7.453188707,0.061346433,2.707791389,3.223442089,-1,0.177901426,0.143349059,-1,11.33153945,1.893370207,3.223442089,-1,3.517764142,3.147571401,1.777193354,1.217266429,1.865700979,3.223442089,-1,11.61742737,28.09636818,0.114853665,-0.105756942,-1,3.223442089
5.3,-1,1.642386737,0.13694585,0.247016887,0.921215221,-1,2.865622988,-1,1.659464534,5.356893182,-1,0.488139498,-1,2.865622988,-1,1.653978762,2.44073197,6.631773906,0.04209292,2.406040134,2.865622988,-1,0.145344491,0.114693562,-1,10.06071146,1.676451853,2.865622988,-1,3.130847775,2.799503108,1.573090836,1.073123822,1.652150712,2.865622988,-1,10.31855687,24.63749917,0.089737728,-0.10526402,-1,2.865622988
5.35,-1,1.450211469,0.108327541,0.205419659,0.806363407,-1,2.54139077,-1,1.46513688,4.759718349,-1,0.419018706,-1,2.54139077,-1,1.460342471,2.162739627,5.890867287,0.025097127,2.132494675,2.54139077,-1,0.116276428,0.08918782,-1,8.92089493,1.479978954,2.54139077,-1,2.780017615,2.483873031,1.388200384,0.942701426,1.458705645,2.54139077,-1,9.153217131,21.59957327,0.067390478,-0.104502826,-1,2.54139077
5.4,-1,1.27650576,0.082959062,0.168437845,0.70277736,-1,2.248200318,-1,1.289488792,4.220789131,-1,0.357097175,-1,2.248200318,-1,1.28534607,1.91134474,5.223503354,0.010134173,1.885040215,2.248200318,-1,0.090434178,0.066560685,-1,7.899478432,1.302425537,2.248200318,-1,2.46253089,2.19824597,1.221084532,0.824966452,1.283860769,2.248200318,-1,8.108630632,18.93202697,0.047594362,-0.10350252,-1,2.248200318
5.45,-1,1.119839077,0.060514796,0.135669068,0.609607671,-1,1.983604861,-1,1.131091148,3.735245647,-1,0.301778519,-1,1.983604861,-1,1.127541741,1.684478805,4.623217551,-0.003007776,1.661669918,1.983604861,-1,0.067568249,0.046560443,-1,6.984982569,1.142327028,1.983604861,-1,2.175797125,1.940283538,1.070369503,0.718929281,1.126179926,1.983604861,-1,7.173099491,16.58961206,0.030147476,-0.102280991,-1,1.983604861
5.5,-1,0.978862724,0.040698283,0.106715689,0.526044871,-1,1.745272711,-1,0.988577834,3.298565273,-1,0.252506937,-1,1.745272711,-1,0.985552938,1.480179478,4.084046679,-0.014520768,1.460479113,1.745272711,-1,0.047421156,0.028954262,-1,6.166979495,0.99828175,1.745272711,-1,1.917380614,1.707770166,0.934753848,0.62365546,0.984301675,1.745272711,-1,6.335988959,14.53227003,0.014856729,-0.100865874,-1,1.745272711
5.55,-1,0.85231131,0.023253754,0.081196857,0.451304762,-1,1.531012818,-1,0.860649247,2.906520855,-1,0.208773282,-1,1.531012818,-1,0.858089408,1.296595873,3.600496943,-0.024568937,1.27966162,1.531012818,-1,0.029724708,0.013521936,-1,5.436012206,0.868962158,1.531012818,-1,1.684980352,1.498629804,0.813013223,0.538269763,0.856943813,1.531012818,-1,5.587660975,12.72479255,0.001521017,-0.0992903,-1,1.531012818
5.6,-1,0.738993989,0.007963544,0.058743816,0.384629055,-1,1.338787963,-1,0.746076412,2.555164191,-1,0.170103788,-1,1.338787963,-1,0.743937054,1.131989134,3.167503401,-0.033290886,1.117508051,1.338787963,-1,0.014215378,4.81101E-05,-1,4.783518805,0.753126314,1.338787963,-1,1.476416928,1.31092188,0.703996424,0.461951252,0.742904366,1.338787963,-1,4.919381117,11.13633709,-0.010065274,-0.097585973,-1,1.338787963
5.65,-1,0.637780402,-0.005369395,0.039013329,0.325299209,-1,1.16670664,-1,0.643708356,2.240815042,-1,0.136039856,-1,1.16670664,-1,0.641958915,0.984727245,2.780404351,-0.040814134,0.972406404,1.16670664,-1,0.000652473,-0.011681049,-1,4.201745299,0.649618253,1.16670664,-1,1.289626806,1.14282598,0.606616076,0.393930583,0.641042211,1.16670664,-1,4.323256222,9.739929648,-0.020094169,-0.095773707,-1,1.16670664
5.7,-1,0.547612085,-0.01693952,0.021710174,0.272635458,-1,1.013002831,-1,0.552480021,1.960053924,-1,0.106126211,-1,1.013002831,-1,0.551091288,0.85327596,2.434904556,-0.047261181,0.842844349,1.013002831,-1,-0.01117119,-0.021869113,-1,3.683654534,0.557361257,1.013002831,-1,1.122668976,0.992627588,0.519844456,0.333487505,0.550272741,1.013002831,-1,3.792152402,8.512020956,-0.028737655,-0.093857716,-1,1.013002831
5.75,-1,0.467508095,-0.026953087,0.006578874,0.226003175,-1,0.87601874,-1,0.471401465,1.709725583,-1,0.079916184,-1,0.87601874,-1,0.470328936,0.736198489,2.127037599,-0.052737905,0.727410958,0.87601874,-1,-0.021434904,-0.030691883,-1,3.222863019,0.475349828,0.87601874,-1,0.973738585,0.858715839,0.442723363,0.279937741,0.46959607,0.87601874,-1,3.319598788,7.432069836,-0.036142479,-0.091845495,-1,0.87601874
5.8,-1,0.396538,-0.035605177,-0.006601808,0.184829081,-1,0.754201762,-1,0.399539057,1.486940811,-1,0.056990028,-1,0.754201762,-1,0.398734059,0.632170243,1.853159887,-0.057326995,0.62479678,0.754201762,-1,-0.030301145,-0.038286268,-1,2.813591489,0.402643693,0.754201762,-1,0.841167759,0.739594446,0.374373138,0.232634427,0.398091777,0.754201762,-1,2.899712874,6.482165839,-0.04242793,-0.089749989,-1,0.754201762
5.85,-1,0.333821406,-0.043051118,-0.018021813,0.148594424,-1,0.646117994,-1,0.336020334,1.289060401,-1,0.03697287,-1,0.646117994,-1,0.335444055,0.539969827,1.609939178,-0.061112607,0.533792651,0.646117994,-1,-0.037914431,-0.044758641,-1,2.450609559,0.338369627,0.646117994,-1,0.723418088,0.633880122,0.313978235,0.190969328,0.334889554,0.646117994,-1,2.527149152,5.646699535,-0.047714849,-0.087582743,-1,0.646117994
5.9,-1,0.278538537,-0.049418916,-0.027855083,0.1168223,-1,0.550457322,-1,0.280039909,1.113654577,-1,0.01954029,-1,0.550457322,-1,0.279653159,0.458460168,1.394327693,-0.06419275,0.453288851,0.550457322,-1,-0.044399684,-0.050208172,-1,2.129166737,0.281718192,0.550457322,-1,0.619075761,0.540290688,0.260772299,0.154364307,0.279176144,0.550457322,-1,2.197057408,4.912055917,-0.0521239,-0.085368097,-1,0.550457322
5.95,-1,0.229933295,-0.05481557,-0.036275286,0.089078127,-1,0.466018965,-1,0.230842723,0.958487456,-1,0.004409659,-1,0.466018965,-1,0.230606742,0.386589275,1.203547882,-0.06665572,0.382269263,0.466018965,-1,-0.049867858,-0.054748673,-1,1.844951791,0.231933804,0.466018965,-1,0.526847002,0.457645028,0.214037085,0.122290698,0.230208406,0.466018965,-1,1.905050861,4.266333972,-0.055763752,-0.083133807,-1,0.466018965
6,5.794053789,0.187322278,-0.059325004,-0.043455705,0.064967292,5.652637144,0.391704395,5.794053789,0.187716872,0.821510492,2.8408305,-0.008672738,2.587305585,0.391704395,5.794053789,0.187609689,0.323389388,1.035068927,-0.068573523,0.319799974,0.391704395,5.794053789,-0.054423897,-0.058497658,3.530519417,1.594058114,0.188317509,0.391704395,5.794053789,0.445543098,0.384866809,0.173100684,0.094287583,0.187293316,0.391704395,5.794053789,1.647161693,3.699098636,-0.058737022,-0.080886081,0.189414544,0.391704395
6.05,5.005103104,0.150083323,-0.06303286,-0.049557502,0.044123812,4.884042884,0.326506554,5.005103104,0.150014078,0.700845873,2.455845028,-0.01993669,2.235869288,0.326506554,5.005103104,0.15002772,0.267967919,0.88658314,-0.070011657,0.26501575,0.326506554,5.005103104,-0.058173964,-0.061546678,3.053445851,1.372945593,0.15022422,0.326506554,5.005103104,0.374069453,0.3209607,0.137344862,0.069946235,0.149784708,0.326506554,5.005103104,1.419798578,3.201173058,-0.06112661,-0.078625456,0.152125152,0.326506554
6.1,4.317585891,0.117640944,-0.066042338,-0.054718572,0.026199438,4.213862429,0.269475636,4.317585891,0.117155471,0.594778796,2.117789777,-0.029587663,1.927069567,0.269475636,4.317585891,0.117287113,0.219504345,0.755988872,-0.071030111,0.217110634,0.269475636,4.317585891,-0.061214209,-0.063976306,2.635121857,1.17841369,0.117050385,0.269475636,4.317585891,0.311422628,0.265000222,0.106208989,0.048888868,0.117102617,0.269475636,4.317585891,1.219704077,2.764468185,-0.062995289,-0.076372903,0.11961865,0.269475636
6.15,3.718545487,0.089469939,-0.068450099,-0.059044949,0.01086118,3.62964624,0.219719765,3.718545487,0.088623175,0.501756324,1.821329377,-0.037809731,1.656121599,0.219719765,3.718545487,0.088869156,0.177244002,0.64137666,-0.071681533,0.175337628,0.219719765,3.718545487,-0.063628293,-0.065876322,2.268710894,1.007576419,0.088259513,0.219719765,3.718545487,0.256675052,0.216140579,0.07919462,0.03076393,0.088731419,0.219719765,3.718545487,1.043923244,2.381841031,-0.064406608,-0.074149944,0.091379764,0.219719765
6.2,3.196794263,0.065107829,-0.070327861,-0.062614445,-0.002204367,3.120613068,0.176426905,3.196794263,0.06396592,0.420376258,1.561710909,-0.044768865,1.418758733,0.176426905,3.196794263,0.064312122,0.14049805,0.541017648,-0.072008372,0.139015517,0.176426905,3.196794263,-0.065506053,-0.067313265,1.948156157,0.85783396,0.063392601,0.176426905,3.196794263,0.208962682,0.173605758,0.055869954,0.015237726,0.06421533,0.176426905,3.196794263,0.889791048,2.046978354,-0.065414445,-0.071965262,0.066950754,0.176426905
6.25,2.742635131,0.044147751,-0.071717356,-0.065488605,-0.013288913,2.67738497,0.138858037,2.742635131,0.042779763,0.349372265,1.334701797,-0.050611928,1.211171227,0.138858037,2.742635131,0.043211907,0.10865042,0.453351168,-0.072040243,0.107535502,0.138858037,2.742635131,-0.066922205,-0.068324591,1.668083384,0.72684572,0.042022796,0.138858037,2.742635131,0.167500905,0.136678901,0.035839631,0.001993707,0.04315491,0.138858037,2.742635131,0.7549034,1.754293996,-0.066061209,-0.069822269,0.045923379,0.138858037
6.3,2.347626878,0.026218973,-0.072639849,-0.067721919,-0.022663502,2.291774005,0.106359878,2.347626878,0.024677776,0.287599998,1.1365337,-0.055470139,1.029950976,0.106359878,2.347626878,0.025188301,0.081152597,0.376972508,-0.071800852,0.080359911,0.106359878,2.347626878,-0.067919671,-0.068949529,1.423723956,0.612508364,0.023747707,0.106359878,2.347626878,0.13158315,0.104718803,0.018728116,-0.009259092,0.02517265,0.106359878,2.347626878,0.637094866,1.498838973,-0.066396789,-0.067724538,0.027923132,0.106359878
6.35,2.004393444,0.010969157,-0.073125162,-0.069370813,-0.030569002,1.956613978,0.078369065,2.004393444,0.009294399,0.2340206,0.963848865,-0.059464206,0.872045812,0.078369065,2.004393444,0.009866008,0.057515636,0.310618489,-0.071307881,0.057011275,0.078369065,2.004393444,-0.068536318,-0.069227103,1.210848569,0.512935791,0.008203876,0.078369065,2.004393444,0.100569062,0.077173527,0.004187453,-0.018783519,0.009890483,0.078369065,2.004393444,0.534427486,1.276222289,-0.066469202,-0.065678971,0.012594211,0.078369065
6.4,1.706470798,-0.001945915,-0.073225495,-0.070501845,-0.037202233,1.6656206,0.054379072,1.706470798,-0.003717077,0.187687355,0.813652869,-0.062700165,0.734724151,0.054379072,1.706470798,-0.003104401,0.037301953,0.253148063,-0.07057242,0.037056282,0.054379072,1.706470798,-0.068809861,-0.06919482,1.025706813,0.42643983,-0.004950222,0.054379072,1.706470798,0.073894077,0.053566497,-0.008113101,-0.026813387,-0.003051853,0.054379072,1.706470798,0.445174974,1.082543247,-0.066308427,-0.063682805,-0.000404594,0.054379072
6.45,1.44818735,-0.012854463,-0.07299331,-0.071184959,-0.042723696,1.413279587,0.033933595,1.44818735,-0.014682747,0.14774162,0.683275661,-0.065266658,0.615547427,0.033933595,1.44818735,-0.014047252,0.020111305,0.203524361,-0.069621898,0.020091646,0.033933595,1.44818735,-0.068775283,-0.068887978,0.864972603,0.351511465,-0.016032606,0.033933595,1.44818735,0.051060879,0.033458003,-0.018479138,-0.033548471,-0.01397314,0.033933595,1.44818735,0.367798782,0.914335063,-0.065929483,-0.061732084,-0.011391956,0.033933595
6.5,1.224564812,-0.022043175,-0.072470404,-0.071480069,-0.047268668,1.194752026,0.016621666,1.224564812,-0.023888974,0.113413527,0.57034097,-0.067230485,0.512345904,0.016621666,1.224564812,-0.023250975,0.00557015,0.16080539,-0.068505569,0.005737814,0.016621666,1.224564812,-0.068461123,-0.068328912,0.725695838,0.286797678,-0.02532589,0.016621666,1.224564812,0.031618767,0.016427667,-0.027168219,-0.039150056,-0.023155047,0.016621666,1.224564812,0.300922918,0.7685161,-0.065341357,-0.059824712,-0.020648337,0.016621666
6.55,1.031236223,-0.029742491,-0.071705498,-0.071435081,-0.050954306,1.00579403,0.002045309,1.031236223,-0.031582875,0.084021041,0.472740061,-0.068635417,0.42319412,0.002045309,1.031236223,-0.030955451,-0.006673421,0.124143619,-0.067261442,-0.006357577,0.002045309,1.031236223,-0.067892314,-0.067552655,0.605261717,0.231078773,-0.03307752,0.002045309,1.031236223,0.015152913,0.002080557,-0.03440404,-0.043755672,-0.03083867,0.002045309,1.031236223,0.243305998,0.642350771,-0.064560597,-0.057961955,-0.028405953,0.002045309
6.6,0.864369363,-0.036140289,-0.070752431,-0.07109426,-0.053887928,0.842680586,-0.010171597,0.864369363,-0.037971847,0.058968068,0.388605456,-0.069536198,0.346385541,-0.010171597,0.864369363,-0.037356732,-0.016945615,0.092789687,-0.065913792,-0.016510906,-0.010171597,0.864369363,-0.067114999,-0.066603331,0.50135684,0.183252555,-0.039494262,-0.010171597,0.864369363,0.001280306,-0.009952972,-0.04038152,-0.047493749,-0.037221461,-0.010171597,0.864369363,0.193819866,0.533417495,-0.063622628,-0.056161433,-0.034857654,-0.010171597
6.65,0.720602142,-0.041405626,-0.069652804,-0.070496655,-0.056169122,0.702140157,-0.020359845,0.720602142,-0.043222511,0.037730279,0.316283005,-0.069999915,0.280405179,-0.020359845,0.720602142,-0.042624027,-0.025536822,0.066090667,-0.064493381,-0.024998411,-0.020359845,0.720602142,-0.066163222,-0.065501718,0.411937689,0.142328577,-0.044745049,-0.020359845,0.720602142,-0.010351723,-0.020010595,-0.045267076,-0.050482522,-0.04246984,-0.020359845,0.720602142,0.151444351,0.439580534,-0.062554336,-0.054427632,-0.040173337,-0.020359845
6.7,0.596986215,-0.045695368,-0.068431464,-0.069674283,-0.057881389,0.581298233,-0.028819256,0.596986215,-0.047473675,0.019832785,0.254303617,-0.070064172,0.223904484,-0.028819256,0.596986215,-0.046903534,-0.032686405,0.043476223,-0.063023873,-0.032056937,-0.028819256,0.596986215,-0.065045899,-0.064274596,0.335199142,0.107428221,-0.048976958,-0.028819256,0.596986215,-0.020062896,-0.028379021,-0.049203552,-0.052826556,-0.046730692,-0.028819256,0.596986215,0.115272182,0.358960703,-0.061372608,-0.052754896,-0.044507609,-0.028819256
6.75,0.490937478,-0.049150014,-0.067101355,-0.068667592,-0.059100683,0.477632124,-0.035809292,0.490937478,-0.050866493,0.0048341,0.201358524,-0.069765286,0.175680821,-0.035809292,0.490937478,-0.050328862,-0.038579461,0.024435649,-0.061510719,-0.037881521,-0.035809292,0.490937478,-0.063803718,-0.062965791,0.269542929,0.07778292,-0.052332654,-0.035809292,0.490937478,-0.028138307,-0.03529311,-0.052325227,-0.054612418,-0.050135762,-0.035809292,0.490937478,0.084509505,0.289902756,-0.060119268,-0.051139322,-0.048001879,-0.035809292
6.8,0.400193954,-0.051887569,-0.06568012,-0.067517116,-0.059905562,0.388931158,-0.0415362,0.400193954,-0.053534736,-0.007674663,0.156280637,-0.069184631,0.134663055,-0.0415362,0.400193954,-0.053022303,-0.043370276,0.008499211,-0.059963932,-0.042625586,-0.0415362,0.400193954,-0.062488547,-0.061594999,0.213548363,0.052724399,-0.054944221,-0.0415362,0.400193954,-0.034815253,-0.040953027,-0.054747441,-0.055909144,-0.052807122,-0.0415362,0.400193954,0.058468125,0.230941915,-0.05882746,-0.049578696,-0.050776675,-0.0415362
6.85,0.322772107,-0.054001167,-0.064181224,-0.066241215,-0.060362332,0.313256795,-0.046160465,0.322772107,-0.055580903,-0.018060506,0.11803485,-0.068387375,0.099902858,-0.046160465,0.322772107,-0.055086299,-0.047210111,-0.004769927,-0.058390616,-0.046424265,-0.046160465,0.322772107,-0.061109426,-0.060159011,0.16595125,0.031666279,-0.05692124,-0.046160465,0.322772107,-0.040277491,-0.045533091,-0.056565029,-0.056783323,-0.054848929,-0.046160465,0.322772107,0.036548086,0.180775321,-0.057495971,-0.048073386,-0.052925972,-0.046160465
6.9,0.256926386,-0.055573331,-0.062616756,-0.064856165,-0.060513265,0.248903272,-0.049827157,0.256926386,-0.057079769,-0.02664328,0.085711378,-0.067392874,0.070568135,-0.049827157,0.256926386,-0.056604678,-0.050245746,-0.015769971,-0.056801927,-0.049419212,-0.049827157,0.256926386,-0.059663766,-0.058670945,0.125631623,0.01408106,-0.058349524,-0.049827157,0.256926386,-0.044680156,-0.049179258,-0.057869539,-0.057303636,-0.056343714,-0.049827157,0.256926386,0.018212633,0.138241057,-0.056122881,-0.046620412,-0.054530511,-0.049827157
6.95,0.201114065,-0.056676249,-0.060998508,-0.063385868,-0.06039129,0.194363901,-0.052678071,0.201114065,-0.0581012,-0.033694208,0.058517925,-0.06623214,0.045935337,-0.052678071,0.201114065,-0.0576517,-0.052600097,-0.024847031,-0.055202504,-0.051739946,-0.052678071,0.201114065,-0.05817334,-0.057152823,0.091607175,-0.000517315,-0.059305187,-0.052678071,0.201114065,-0.04817582,-0.052027978,-0.058738799,-0.057521018,-0.057370665,-0.052678071,0.201114065,0.002968915,0.102309395,-0.054717308,-0.04521778,-0.055661346,-0.052678071
7,0.153969487,-0.057367189,-0.059330553,-0.061849834,-0.060022649,0.148303908,-0.05484659,0.153969487,-0.058723614,-0.039436308,0.035766463,-0.064947533,0.025374259,-0.05484659,0.153969487,-0.058302021,-0.054371014,-0.032290974,-0.053593379,-0.053478544,-0.05484659,0.153969487,-0.056659189,-0.055617063,0.063024489,-0.012572551,-0.059867654,-0.05484659,0.153969487,-0.050906443,-0.054207321,-0.05923172,-0.057464935,-0.058006411,-0.05484659,0.153969487,-0.009635867,0.072080308,-0.053292207,-0.043867417,-0.056376914,-0.05484659
7.05,0.114292108,-0.057708508,-0.057627932,-0.060256855,-0.059427977,0.109547124,-0.05643531,0.114292108,-0.059007483,-0.04405092,0.016852237,-0.063555806,0.00832517,-0.05643531,0.114292108,-0.058614062,-0.055639151,-0.038342003,-0.051988304,-0.054711367,-0.05643531,0.114292108,-0.055129729,-0.054069667,0.039145042,-0.022474178,-0.060096084,-0.05643531,0.114292108,-0.052985398,-0.055809631,-0.059388275,-0.05715223,-0.058305497,-0.05643531,0.114292108,-0.020006741,0.046776672,-0.051859328,-0.04256498,-0.056739799,-0.05643531
