-1,0,15,30,45,60,75,90,105,120,135,150,165,180
3.7,-1,-1,7.930531904,2.526996653,0.58874163,0.054064791,-0.085066084,-0.113697285,0.052120916,1.195894404,5.776673911,-1,-1
3.75,-1,-1,7.005042019,2.221966298,0.505368423,0.036462419,-0.086168731,-0.115560143,0.017263378,0.990181255,4.935352074,-1,-1
3.8,-1,-1,6.181584448,1.949275322,0.431850081,0.021517084,-0.086543966,-0.116363248,-0.011678612,0.812117639,4.203619467,-1,-1
3.85,-1,-1,5.448378186,1.706049778,0.367216603,0.008944065,-0.086350218,-0.116264661,-0.035490039,0.658478126,3.568049282,-1,-1
3.9,-1,-1,4.795591836,1.489414139,0.310591325,-0.001529646,-0.085710015,-0.115418617,-0.054847251,0.526365346,3.016830763,-1,-1
3.95,-1,-1,4.214965133,1.29665902,0.261166341,-0.010182555,-0.084719565,-0.113982665,-0.070349664,0.413182173,2.539548647,-1,-1
4,10.95442877,8.164391072,3.698933014,1.125447483,0.218186104,-0.017291929,-0.083445246,-0.112105387,-0.082540523,0.316600773,2.127001989,6.275093313,9.171057036
4.05,9.550196139,7.143027061,3.240314384,0.973797863,0.180935717,-0.023102309,-0.0819284,-0.109913396,-0.091943629,0.234567844,1.771088296,5.309067291,7.771339566
4.1,8.325921701,6.245357057,2.832731093,0.839932163,0.14873675,-0.027802991,-0.080192564,-0.107506426,-0.099065068,0.165266767,1.464630854,4.478259652,6.571421468
4.15,7.257246379,5.455485505,2.470888415,0.722133323,0.120965124,-0.031524013,-0.078266316,-0.104957017,-0.104321486,0.107082631,1.201329181,3.764361219,5.543044808
4.2,6.322876176,4.760291319,2.15031142,0.618693791,0.097081443,-0.03436463,-0.076194489,-0.102307728,-0.108049631,0.058547121,0.975671568,3.151529843,4.662001731
4.25,5.504527204,4.148479888,1.866907203,0.527995052,0.076632252,-0.03642022,-0.074025969,-0.099575717,-0.110493789,0.018308962,0.782811405,2.626054832,3.907626492
4.3,4.787139753,3.609921582,1.616739444,0.44861419,0.059225233,-0.037804613,-0.071797397,-0.096763946,-0.111843247,-0.014821653,0.618493672,2.176095499,3.262260307
4.35,4.158167531,3.135636839,1.39613844,0.379350909,0.044502159,-0.038639469,-0.06954064,-0.093889231,-0.112263618,-0.041869401,0.478971478,1.791443217,2.710709997
4.4,3.606628836,2.717966684,1.201888256,0.319162543,0.032122154,-0.03904625,-0.067284535,-0.090977441,-0.111888835,-0.063729699,0.360961113,1.463256992,2.23992905
4.45,3.122773233,2.35051568,1.031262001,0.267084851,0.021753258,-0.039136132,-0.065046649,-0.088040866,-0.110830826,-0.081152345,0.26160149,1.183876124,1.838703322
4.5,2.698193717,2.027824853,0.881883634,0.222182577,0.013083418,-0.038996258,-0.062834968,-0.085100118,-0.109225119,-0.094802042,0.178396742,0.946658703,1.497366601
4.55,2.325866961,1.744978534,0.751535881,0.183549232,0.005843656,-0.038676448,-0.060648064,-0.082187226,-0.10720902,-0.105279888,0.109152222,0.745853234,1.207578907
4.6,1.999899049,1.49740735,0.638072156,0.150359544,-0.000176668,-0.038187055,-0.058477404,-0.07932069,-0.104919939,-0.113125446,0.051913134,0.576448233,0.962165312
4.65,1.715084065,1.280951659,0.539469032,0.121916445,-0.005131299,-0.037518026,-0.056303899,-0.076528127,-0.10245533,-0.118817383,0.004934458,0.434062428,0.75493637
4.7,1.466646822,1.092000294,0.45393683,0.097651212,-0.009140512,-0.03666928,-0.054109113,-0.073832891,-0.09987563,-0.122750219,-0.033321124,0.314885407,0.580532163
4.75,1.250213181,0.927497633,0.379966898,0.077085105,-0.012307117,-0.035670435,-0.051899972,-0.071234859,-0.097239387,-0.125229662,-0.064199432,0.215608643,0.434282771
4.8,1.061922222,0.784782497,0.316270052,0.059779765,-0.014742736,-0.034574253,-0.049703052,-0.068715871,-0.094579185,-0.126493901,-0.088849565,0.133364272,0.312138717
4.85,0.898500331,0.661391209,0.261675215,0.045305756,-0.016564931,-0.033438714,-0.047533613,-0.066252474,-0.091911297,-0.12672473,-0.108248274,0.065653164,0.210618078
4.9,0.757143485,0.554975645,0.215068283,0.033240747,-0.017893216,-0.03230911,-0.045418761,-0.063818138,-0.089248344,-0.126076725,-0.123216587,0.01028965,0.126728913
4.95,0.635311858,0.463364426,0.175384767,0.023188917,-0.018847891,-0.031213221,-0.04338386,-0.061386336,-0.086600699,-0.124692652,-0.134460871,-0.034635139,0.057877293
5,0.530621172,0.384661747,0.141653904,0.014813918,-0.019531826,-0.030161057,-0.041439877,-0.058942972,-0.083965133,-0.122727018,-0.142613286,-0.070768258,0.001791464
5.05,0.440859468,0.317280403,0.113056136,0.00786321,-0.02001226,-0.029143622,-0.039594683,-0.056503041,-0.081331244,-0.120313272,-0.148234263,-0.09950767,-0.043517926
5.1,0.364057183,0.259869155,0.08893088,0.002161008,-0.020310917,-0.028136436,-0.037845073,-0.054091151,-0.078682211,-0.117564911,-0.151798439,-0.122021009,-0.079768952
5.15,0.298547634,0.211207132,0.068729929,-0.002419987,-0.020417621,-0.027110382,-0.036177491,-0.051737086,-0.076023048,-0.114580655,-0.153686224,-0.139279531,-0.108417944
5.2,0.242923721,0.170140651,0.05195595,-0.006008806,-0.02032673,-0.026050005,-0.034575969,-0.049472485,-0.073369584,-0.111439791,-0.154187257,-0.152109187,-0.130681628
5.25,0.195941572,0.135577539,0.038124818,-0.008762171,-0.020064575,-0.024951191,-0.033023894,-0.047320727,-0.070740431,-0.108203402,-0.153517873,-0.161243302,-0.14757807
5.3,0.156449964,0.106545033,0.026759473,-0.010847216,-0.01968351,-0.023821986,-0.031505026,-0.045295908,-0.068142499,-0.104915115,-0.151859238,-0.167346804,-0.159977046
5.35,0.123377261,0.082241363,0.017421696,-0.012419048,-0.019235177,-0.022684584,-0.030018266,-0.043389775,-0.065590464,-0.101611386,-0.149390893,-0.171003752,-0.168650111
5.4,0.095768154,0.062025842,0.009754756,-0.013592035,-0.018756756,-0.021568825,-0.02857589,-0.041583133,-0.063099436,-0.09831929,-0.146291841,-0.172693731,-0.174289989
5.45,0.072805143,0.045361233,0.003496412,-0.014451928,-0.018271412,-0.020513659,-0.02717675,-0.039842026,-0.060676012,-0.095055865,-0.142719727,-0.172793239,-0.177496498
5.5,0.053809431,0.031757465,-0.001534297,-0.01505944,-0.017789266,-0.019545775,-0.025818094,-0.038136272,-0.058321406,-0.091824697,-0.138803732,-0.171591456,-0.178756547
5.55,0.038222794,0.020739053,-0.005472844,-0.015449537,-0.017303915,-0.018667591,-0.024506348,-0.036452085,-0.056038807,-0.088621134,-0.134653569,-0.169321153,-0.17844966
5.6,0.025553538,0.011852732,-0.008463706,-0.015639141,-0.016801677,-0.017870224,-0.023249167,-0.034793195,-0.053829399,-0.085441065,-0.130352953,-0.166192644,-0.17686826
5.65,0.015343794,0.004700222,-0.010672854,-0.015643926,-0.016266906,-0.017138419,-0.022056575,-0.033158334,-0.051688796,-0.082287201,-0.125956623,-0.162411316,-0.174245516
5.7,0.00717243,-0.001035296,-0.012267993,-0.015493276,-0.015686198,-0.016447669,-0.020937578,-0.031561386,-0.049608701,-0.079166267,-0.12150743,-0.158159979,-0.17078557
5.75,0.000671816,-0.005581255,-0.013401329,-0.015230871,-0.015058763,-0.01576868,-0.019901855,-0.030014071,-0.047581655,-0.076075968,-0.117052716,-0.153578489,-0.166684872
5.8,-0.004460795,-0.009094675,-0.01418086,-0.014899827,-0.014399216,-0.015073017,-0.018954706,-0.028544383,-0.045605483,-0.073013569,-0.112639604,-0.148770186,-0.162120423
5.85,-0.008461434,-0.011704863,-0.014688151,-0.014532204,-0.013726077,-0.014349277,-0.018091239,-0.027174344,-0.043671554,-0.069988337,-0.108297677,-0.143812852,-0.157229615
5.9,-0.0115054,-0.013545566,-0.014988818,-0.014152601,-0.013052266,-0.013605276,-0.017296848,-0.025911146,-0.041771067,-0.067012117,-0.104034967,-0.138757124,-0.152112139
5.95,-0.013723119,-0.014764645,-0.015109236,-0.013780507,-0.012392873,-0.012863941,-0.016557611,-0.024749733,-0.03990293,-0.064098342,-0.099848547,-0.133633763,-0.146843507
6,-0.015242959,-0.015522466,-0.015059455,-0.013420569,-0.011764767,-0.012136799,-0.015862439,-0.023673798,-0.038070825,-0.06126687,-0.095736622,-0.128480335,-0.14147582
6.05,-0.016174605,-0.015945027,-0.014852974,-0.013054038,-0.011178519,-0.011438181,-0.015194717,-0.022663159,-0.036281895,-0.058535883,-0.09170578,-0.123348231,-0.136045757
6.1,-0.016685333,-0.016136132,-0.014523081,-0.012651836,-0.010638831,-0.010791683,-0.014535551,-0.021699516,-0.034544939,-0.055915288,-0.087766291,-0.118281955,-0.130601023
6.15,-0.016895723,-0.016171078,-0.014117363,-0.012196705,-0.010145555,-0.010218047,-0.013878504,-0.020766422,-0.032869818,-0.053407406,-0.083920311,-0.113299774,-0.125205515
6.2,-0.016903449,-0.016073627,-0.013676984,-0.011692486,-0.00968949,-0.009725676,-0.01321994,-0.019853529,-0.031268561,-0.051009551,-0.080170674,-0.108406381,-0.119909558
6.25,-0.016793457,-0.015844642,-0.013229665,-0.011146744,-0.009253431,-0.009309313,-0.012562923,-0.018957107,-0.029755325,-0.048718181,-0.076522073,-0.103610699,-0.114726768
6.3,-0.016570245,-0.015482722,-0.012797502,-0.010566537,-0.008828867,-0.008950592,-0.011920574,-0.018078205,-0.028345172,-0.046525241,-0.072970938,-0.098924218,-0.109649228
6.35,-0.01622257,-0.015007908,-0.012394231,-0.009971015,-0.008408718,-0.008622936,-0.011308828,-0.017221314,-0.027044631,-0.044422058,-0.069517954,-0.094354901,-0.104681363
6.4,-0.015746677,-0.014463104,-0.012010819,-0.009390696,-0.00798595,-0.008294532,-0.010743054,-0.016393031,-0.025847391,-0.042404687,-0.06617499,-0.089908451,-0.09984141
6.45,-0.015176216,-0.013894733,-0.011616173,-0.008848695,-0.007550641,-0.007950378,-0.010234706,-0.015600564,-0.024735314,-0.040465436,-0.062955063,-0.085600246,-0.095145388
6.5,-0.014568137,-0.013335435,-0.011178894,-0.008353163,-0.007107364,-0.007592711,-0.009787046,-0.014848384,-0.023684121,-0.038599209,-0.059868121,-0.081454588,-0.090602897
6.55,-0.013965271,-0.012805177,-0.010688709,-0.007904504,-0.006664288,-0.007222667,-0.009392363,-0.014139958,-0.022665709,-0.036798147,-0.056920307,-0.077481919,-0.086231853
6.6,-0.013386837,-0.012314285,-0.010151279,-0.007501819,-0.006236531,-0.006844892,-0.009037378,-0.013473438,-0.021662382,-0.035053367,-0.054114041,-0.073681793,-0.082047036
6.65,-0.012841517,-0.011855819,-0.009571714,-0.007139888,-0.005841466,-0.006469927,-0.008710054,-0.012845726,-0.020667327,-0.03335772,-0.05144861,-0.070054865,-0.078045285
6.7,-0.012325914,-0.011402642,-0.008968032,-0.006806191,-0.005494347,-0.006108138,-0.008398838,-0.012257899,-0.019684018,-0.03170997,-0.048914926,-0.066597272,-0.074218939
6.75,-0.011820357,-0.010917956,-0.008379595,-0.006479297,-0.005198569,-0.005772286,-0.008094966,-0.011714967,-0.018723508,-0.030119848,-0.046498218,-0.063298172,-0.070560549
6.8,-0.011300453,-0.010382813,-0.007843556,-0.006139165,-0.004951154,-0.005472784,-0.007785541,-0.011221049,-0.017801976,-0.028602478,-0.044185813,-0.060147168,-0.067060809
6.85,-0.010751567,-0.009803699,-0.007372342,-0.005783195,-0.004745603,-0.005217791,-0.007462968,-0.010773974,-0.016935089,-0.027169436,-0.041975503,-0.057135322,-0.063712078
6.9,-0.010173083,-0.009191788,-0.006960195,-0.005408728,-0.004572309,-0.005014397,-0.007129569,-0.010365095,-0.016131849,-0.025821149,-0.039871047,-0.05426091,-0.060505487
6.95,-0.009566514,-0.008565991,-0.006599267,-0.005024564,-0.00441936,-0.004856349,-0.006790087,-0.009980715,-0.015391066,-0.024554621,-0.037875389,-0.051523641,-0.057434569
7,-0.008932312,-0.00796319,-0.006278389,-0.004642668,-0.004272633,-0.004724504,-0.00645075,-0.009609367,-0.014700376,-0.023356261,-0.035985774,-0.048916128,-0.054502931
7.05,-0.008294348,-0.007419539,-0.005979273,-0.004278337,-0.004116352,-0.004608791,-0.006118983,-0.009249371,-0.014043752,-0.022213536,-0.034191831,-0.046427579,-0.051709564
7.1,-0.007696445,-0.00694853,-0.005677558,-0.0039479,-0.003936846,-0.004503963,-0.005802545,-0.008900552,-0.013410923,-0.021120848,-0.032479597,-0.044048001,-0.049039199
7.15,-0.007168656,-0.006545204,-0.005347815,-0.003666413,-0.003734143,-0.004396176,-0.005508641,-0.008554006,-0.01280171,-0.020081312,-0.030837555,-0.041766288,-0.046483406
7.2,-0.006713095,-0.006198379,-0.004988871,-0.003441535,-0.003514685,-0.004272798,-0.005242954,-0.008196048,-0.012218353,-0.019100728,-0.029262618,-0.039577341,-0.044039912
7.25,-0.006323657,-0.005889876,-0.004613019,-0.003272226,-0.003288347,-0.004127419,-0.005007187,-0.007821101,-0.011661592,-0.018183503,-0.027759014,-0.037488012,-0.041716469
7.3,-0.005989253,-0.005595399,-0.004241005,-0.003149996,-0.003069203,-0.003959403,-0.004800577,-0.007436041,-0.011134706,-0.017335063,-0.026340254,-0.035511865,-0.039525326
7.35,-0.005687444,-0.005292266,-0.003884969,-0.00306129,-0.002871011,-0.003774813,-0.004624909,-0.007056144,-0.010641836,-0.016559794,-0.025012691,-0.033658134,-0.037469102
7.4,-0.005387983,-0.004957016,-0.00356222,-0.002988008,-0.002705559,-0.003578552,-0.004479019,-0.006693397,-0.010186811,-0.015853615,-0.023776016,-0.031924071,-0.035536168
7.45,-0.005064752,-0.004590263,-0.003286152,-0.002912826,-0.002579353,-0.003378893,-0.004355154,-0.006354066,-0.009769569,-0.015202563,-0.022622935,-0.030298618,-0.033710513
7.5,-0.004698247,-0.004210487,-0.003065918,-0.002819363,-0.00249248,-0.003184205,-0.00424125,-0.006040227,-0.009381886,-0.014585803,-0.021538159,-0.02876413,-0.031978567
7.55,-0.004307731,-0.003842326,-0.002901563,-0.002695813,-0.002439554,-0.003002699,-0.004131108,-0.005751926,-0.009011792,-0.013982226,-0.020502341,-0.027304765,-0.030334206
7.6,-0.00392193,-0.003502757,-0.002784543,-0.002543547,-0.002410576,-0.002841415,-0.004021273,-0.005489145,-0.008653127,-0.013385049,-0.019505911,-0.025908427,-0.028773948
7.65,-0.003565412,-0.003208789,-0.002700715,-0.002367368,-0.002393047,-0.002704436,-0.003906359,-0.005252779,-0.008303841,-0.012799388,-0.018550715,-0.024575197,-0.027299187
7.7,-0.003250167,-0.002973861,-0.002631984,-0.002176863,-0.002375033,-0.002592709,-0.003782951,-0.005043008,-0.007965193,-0.012225562,-0.017641462,-0.023314278,-0.025907349
7.75,-0.002991758,-0.002801729,-0.002560986,-0.001988882,-0.002345805,-0.00250691,-0.00365007,-0.004858898,-0.007633657,-0.011661368,-0.016780155,-0.022137677,-0.024594195
7.8,-0.002799666,-0.002684167,-0.002476897,-0.001820953,-0.002298529,-0.0024444,-0.003508354,-0.004694534,-0.007303665,-0.011109207,-0.015967612,-0.021047175,-0.023357357
7.85,-0.00267018,-0.002603948,-0.002370804,-0.001687474,-0.002229116,-0.002400149,-0.003359649,-0.004539321,-0.006978049,-0.010574544,-0.01521092,-0.020035207,-0.02218893
7.9,-0.002588849,-0.002541466,-0.002238544,-0.001597146,-0.002136512,-0.002367654,-0.003206297,-0.004385421,-0.006663086,-0.010065102,-0.014512836,-0.019083654,-0.021077602
7.95,-0.002533029,-0.002477344,-0.00208369,-0.001551622,-0.002025678,-0.002340684,-0.003050359,-0.004234085,-0.006365634,-0.009587049,-0.013864997,-0.01817299,-0.020022583
8,-0.002478045,-0.002395935,-0.001916209,-0.00154578,-0.001902849,-0.002312532,-0.002895191,-0.004088079,-0.006088159,-0.009137572,-0.013246643,-0.017295866,-0.019027361
8.05,-0.00240384,-0.002289346,-0.001747666,-0.001569182,-0.001776773,-0.002277356,-0.00274571,-0.003947747,-0.00582897,-0.008707544,-0.012642639,-0.016451923,-0.018092366
8.1,-0.002299444,-0.002155692,-0.001593668,-0.001608584,-0.001657026,-0.00223115,-0.002606538,-0.003811782,-0.005583819,-0.008290837,-0.01205516,-0.015645091,-0.017207092
8.15,-0.002164715,-0.001999091,-0.001467557,-0.001649501,-0.001552546,-0.002172745,-0.002480586,-0.003678634,-0.005347377,-0.007894725,-0.011491957,-0.014878612,-0.016362867
8.2,-0.002006364,-0.001829466,-0.001378301,-0.001678061,-0.001470468,-0.00210179,-0.002368885,-0.003547194,-0.005117569,-0.007531127,-0.010957397,-0.014154154,-0.015561609
8.25,-0.001834219,-0.001661687,-0.001329116,-0.001683301,-0.001414492,-0.002019426,-0.002275274,-0.003416749,-0.004897254,-0.007201951,-0.010448735,-0.013474259,-0.014812945
8.3,-0.001662367,-0.001511322,-0.001317078,-0.001659967,-0.001384687,-0.001928385,-0.002199873,-0.003287274,-0.004690274,-0.006898803,-0.009965252,-0.012845913,-0.014117607
8.35,-0.001508497,-0.001391769,-0.001333992,-0.001606806,-0.001377251,-0.001832081,-0.002139825,-0.003159549,-0.004494807,-0.00661348,-0.00951267,-0.012267794,-0.013466586
8.4,-0.001387228,-0.00131072,-0.001368334,-0.001526241,-0.001386137,-0.001733968,-0.002091802,-0.00303464,-0.004306781,-0.006343469,-0.009094622,-0.011726127,-0.012850596
8.45,-0.001307368,-0.001269351,-0.001407223,-0.001424308,-0.001403591,-0.001637762,-0.002052039,-0.002913594,-0.00412299,-0.006091657,-0.008712907,-0.011208598,-0.01225923
8.5,-0.001270629,-0.001262686,-0.001438429,-0.001310544,-0.001421626,-0.001547098,-0.002016538,-0.002796078,-0.003946716,-0.005858968,-0.00836186,-0.0107092,-0.011697126
8.55,-0.00127198,-0.0012812,-0.001452208,-0.001196055,-0.001433375,-0.001465926,-0.001981601,-0.002681207,-0.003783649,-0.005642526,-0.008028278,-0.010231075,-0.011169632
8.6,-0.001300771,-0.001312742,-0.001442187,-0.001092137,-0.001433634,-0.001396016,-0.001944429,-0.002567187,-0.003633502,-0.005437995,-0.007700061,-0.009772932,-0.010667681
8.65,-0.001342675,-0.001344594,-0.001405909,-0.001008723,-0.001419294,-0.001338654,-0.001903338,-0.002455083,-0.003495558,-0.00523912,-0.0073746,-0.009332473,-0.010178013
8.7,-0.001382402,-0.001365191,-0.001344764,-0.000952762,-0.001389439,-0.001293764,-0.001857799,-0.002348558,-0.003369015,-0.005041228,-0.007061085,-0.008908904,-0.009699121
8.75,-0.001406734,-0.001365739,-0.001262421,-0.000927046,-0.001345086,-0.001261404,-0.00180745,-0.002249329,-0.003251815,-0.004847239,-0.006761259,-0.00849968,-0.009242683
8.8,-0.001406241,-0.001341718,-0.001165714,-0.000929928,-0.001288687,-0.001239691,-0.001752677,-0.0021576,-0.003141789,-0.004660731,-0.006470091,-0.008106911,-0.008812632
8.85,-0.001376841,-0.001292921,-0.001063684,-0.000955885,-0.001223106,-0.001226254,-0.00169444,-0.002073508,-0.003037696,-0.004483981,-0.006184624,-0.007734846,-0.008407428
8.9,-0.001320297,-0.001222525,-0.000966212,-0.000996801,-0.001152184,-0.001218308,-0.001633062,-0.001996937,-0.002938979,-0.004314786,-0.005907395,-0.007386555,-0.008024001
8.95,-0.001241779,-0.00113614,-0.000882681,-0.001043578,-0.001080056,-0.00121304,-0.001569208,-0.001927633,-0.002844737,-0.004148688,-0.005640584,-0.007058906,-0.007659183
9,-0.001148501,-0.001041693,-0.000820589,-0.001087497,-0.00101106,-0.001207973,-0.001503931,-0.001864979,-0.002754812,-0.003981458,-0.005386222,-0.006746951,-0.007310154
9.05,-0.001049725,-0.000948188,-0.00078442,-0.001121277,-0.000949338,-0.001201107,-0.001438353,-0.001808283,-0.002667914,-0.003818148,-0.005147309,-0.006445638,-0.006979125
9.1,-0.000955295,-0.000864144,-0.000774995,-0.001139766,-0.000898272,-0.001190965,-0.001373522,-0.001756937,-0.002583246,-0.003660558,-0.004924517,-0.006160781,-0.006670191
9.15,-0.000873713,-0.00079665,-0.00078952,-0.001140087,-0.000860015,-0.001176592,-0.001310714,-0.001710332,-0.002497218,-0.003508293,-0.004715985,-0.005894022,-0.006382583
9.2,-0.00081125,-0.000750571,-0.000822278,-0.001121708,-0.000835182,-0.001157476,-0.001251276,-0.001667673,-0.002412622,-0.003361268,-0.004516866,-0.005642015,-0.006113467
9.25,-0.00077161,-0.000727874,-0.000865675,-0.001085695,-0.000822863,-0.001133438,-0.001196457,-0.001628886,-0.002330116,-0.003218254,-0.004325672,-0.005403654,-0.005856958
9.3,-0.000755579,-0.000727492,-0.000911472,-0.00103448,-0.000820934,-0.001104456,-0.001147281,-0.00159342,-0.002248793,-0.003078802,-0.004146965,-0.005178595,-0.00561612
9.35,-0.000760921,-0.00074562,-0.00095204,-0.000971387,-0.000826451,-0.001070861,-0.001104426,-0.001559755,-0.002168576,-0.002944327,-0.003980945,-0.004966686,-0.005392805
9.4,-0.000782871,-0.000776423,-0.000981372,-0.000900555,-0.000836109,-0.001033297,-0.001068098,-0.00152657,-0.002089282,-0.00281677,-0.003826256,-0.004768482,-0.00518459
9.45,-0.000815069,-0.000813029,-0.000995546,-0.000826739,-0.000846681,-0.00099261,-0.001038017,-0.00149326,-0.002010434,-0.002696632,-0.003681508,-0.004583241,-0.004989382
9.5,-0.000850564,-0.000848545,-0.00099265,-0.000755244,-0.000855395,-0.000949838,-0.001013543,-0.001459423,-0.001931832,-0.002585065,-0.003545841,-0.004411267,-0.004805087
9.55,-0.000882518,-0.000876895,-0.000972638,-0.000691485,-0.00086021,-0.000906166,-0.000993845,-0.001424288,-0.001853956,-0.002484277,-0.003419327,-0.004251549,-0.004628872
9.6,-0.000905103,-0.0008935,-0.00093677,-0.000640236,-0.000859862,-0.00086286,-0.000978064,-0.001387357,-0.001777523,-0.002393066,-0.003300636,-0.004100757,-0.0044587
9.65,-0.000914065,-0.000895717,-0.000887338,-0.000604864,-0.000853812,-0.000821205,-0.000965319,-0.001348368,-0.001703331,-0.002309232,-0.00318856,-0.003954257,-0.004293494
9.7,-0.000907136,-0.000882916,-0.000827552,-0.000586746,-0.00084203,-0.000782462,-0.000954743,-0.001307254,-0.001632275,-0.002229639,-0.003082686,-0.003811925,-0.004133088
9.75,-0.000884173,-0.000856052,-0.000761314,-0.000585061,-0.000824829,-0.000747803,-0.000945561,-0.00126412,-0.001565308,-0.00215708,-0.002982551,-0.00367558,-0.003979102
9.8,-0.000847009,-0.000817292,-0.000693134,-0.000597015,-0.000802731,-0.000718161,-0.000937092,-0.001219248,-0.001503582,-0.002090237,-0.002885929,-0.003543889,-0.003831381
9.85,-0.00079892,-0.000769376,-0.00062797,-0.000618443,-0.000776389,-0.000694062,-0.000928665,-0.001173124,-0.001446732,-0.002028303,-0.002790947,-0.003415722,-0.00368819
9.9,-0.000744009,-0.000715536,-0.000570788,-0.000644567,-0.000746535,-0.000675555,-0.00091966,-0.00112642,-0.001394649,-0.001970684,-0.002697011,-0.003290706,-0.003546751
9.95,-0.000686523,-0.000659291,-0.000525929,-0.000670789,-0.000714017,-0.000662291,-0.000909492,-0.001079899,-0.001347863,-0.001916565,-0.002604498,-0.003168731,-0.003408448
10,-0.000630584,-0.000604305,-0.000496448,-0.000693302,-0.000679806,-0.000653614,-0.000897655,-0.001034355,-0.001306472,-0.001865133,-0.002513559,-0.003049628,-0.0032738
10.05,-0.000579786,-0.000554279,-0.000483543,-0.000709402,-0.000645019,-0.000648678,-0.000883669,-0.000990599,-0.001270075,-0.001815759,-0.002424543,-0.002933347,-0.003142554
10.1,-0.000536842,-0.000512607,-0.000486339,-0.000717552,-0.000610905,-0.000646575,-0.000867153,-0.000949438,-0.001238198,-0.001767964,-0.002336848,-0.002819898,-0.003015102
10.15,-0.00050351,-0.00048185,-0.000502112,-0.000717238,-0.000578746,-0.000646398,-0.000847892,-0.000911635,-0.00121023,-0.001721273,-0.002250069,-0.002709778,-0.002891668
10.2,-0.000480621,-0.000463375,-0.000526838,-0.00070869,-0.000549693,-0.000647329,-0.000825827,-0.000877546,-0.00118548,-0.001675105,-0.00216447,-0.00260402,-0.002772366
10.25,-0.000468112,-0.000457239,-0.000555918,-0.000692608,-0.000524652,-0.000648667,-0.000801035,-0.00084755,-0.001163219,-0.001628765,-0.002080668,-0.00250198,-0.00265749
10.3,-0.000465084,-0.00046225,-0.000584908,-0.000669969,-0.000504215,-0.000649806,-0.000773765,-0.00082185,-0.001142732,-0.001583056,-0.001998924,-0.002403143,-0.00254752
10.35,-0.000469917,-0.000476174,-0.000610092,-0.000641912,-0.000488619,-0.000650194,-0.000744444,-0.000800464,-0.001123367,-0.001537381,-0.001919614,-0.002307665,-0.002442758
10.4,-0.000480496,-0.000496007,-0.000628755,-0.000609622,-0.000477764,-0.000649315,-0.000713697,-0.000783212,-0.001104562,-0.001491301,-0.001843186,-0.00221665,-0.002343745
10.45,-0.00049451,-0.000518395,-0.000639257,-0.000574253,-0.000471286,-0.000646681,-0.000682312,-0.000769772,-0.001085859,-0.001443543,-0.001770154,-0.002129957,-0.002251466
10.5,-0.000509673,-0.000540138,-0.00064095,-0.000536979,-0.000468639,-0.000641834,-0.000651168,-0.00075967,-0.001066906,-0.001395831,-0.001700691,-0.002047523,-0.002165235
10.55,-0.000523832,-0.000558553,-0.000634,-0.000499111,-0.000469183,-0.000634367,-0.000621148,-0.000752237,-0.001047427,-0.001347876,-0.001634935,-0.001969326,-0.002084313
10.6,-0.000535137,-0.000571666,-0.000619171,-0.000462181,-0.000472229,-0.000623975,-0.000593071,-0.000746807,-0.001027181,-0.001299903,-0.001573069,-0.001895531,-0.002008823
