-1,0,0,0,0,0,0,0,15,15,15,15,15,15,15,30,30,30,30,30,30,30,45,45,45,45,45,45,45
-1,0,15,30,45,60,75,90,0,15,30,45,60,75,90,0,15,30,45,60,75,90,0,15,30,45,60,75,90
4,0.207912065,1.700479132,-1,-1,-1,-1,-1,0.207912065,1.563271998,-1,-1,-1,-1,-1,0.207912065,1.296562831,-1,-1,-1,12.58843745,9.143866013,0.207912065,1.166691022,5.086811059,-1,-1,3.504322064,-1
4.05,0.176436631,1.574154651,-1,-1,-1,-1,-1,0.176436631,1.444420216,-1,-1,-1,-1,-1,0.176436631,1.192189456,-1,-1,-1,11.8573824,8.58581906,0.176436631,1.069276687,4.754048563,-1,-1,3.254471693,-1
4.1,0.147535101,1.453205273,-1,-1,-1,-1,-1,0.147535101,1.330901363,-1,-1,-1,-1,-1,0.147535101,1.092945085,-1,-1,-1,11.13891564,8.041788486,0.147535101,0.976946241,4.431945844,-1,-1,3.014677224,-1
4.15,0.121035575,1.337772079,-1,-1,-1,-1,-1,0.121035575,1.222787171,-1,-1,-1,-1,-1,0.121035575,0.998845824,-1,-1,-1,10.43653078,7.513594507,0.121035575,0.889712971,4.121303522,-1,-1,2.78531093,-1
4.2,0.096782357,1.227922948,-1,-1,-1,-1,-1,0.096782357,1.120103187,-1,-1,-1,-1,-1,0.096782357,0.909864552,-1,-1,-1,9.75323659,7.002817382,0.096782357,0.807540239,3.822772787,-1,-1,2.566640656,-1
4.25,0.074628793,1.123670446,-1,-1,-1,-1,-1,0.074628793,1.022834625,-1,-1,-1,-1,-1,0.074628793,0.82595596,-1,-1,-1,9.091589356,6.510805457,0.074628793,0.730334286,3.536867485,-1,-1,2.358844272,-1
4.3,0.054446278,1.025012656,-1,-1,-1,-1,-1,0.054446278,0.930942985,-1,-1,-1,-1,-1,0.054446278,0.747063915,-1,-1,-1,8.453723047,6.038657808,0.054446278,0.657970122,3.263970741,-1,-1,2.162017689,-1
4.35,0.036117687,0.931932208,-1,-1,-1,-1,-1,0.036117687,0.84437348,-1,-1,-1,-1,-1,0.036117687,0.673104539,-1,-1,-1,7.841363603,5.587210434,0.036117687,0.590306192,3.004338288,-1,-1,1.97616337,-1
4.4,0.019519257,0.844372136,-1,-1,-1,-1,-1,0.019519257,0.763050464,-1,-1,-1,-1,-1,0.019519257,0.60396616,-1,-1,-1,7.255824075,5.157039948,0.019519257,0.527196789,2.758109417,-1,-1,1.801197932,-1
4.45,0.004509147,0.762244249,-1,-1,-1,-1,-1,0.004509147,0.68687894,-1,-1,-1,-1,-1,0.004509147,0.539532542,-1,-1,-1,6.698018272,4.748484339,0.004509147,0.468509678,2.525327881,-1,-1,1.636977769,-1
4.5,-0.009043512,0.685442273,-1,-1,-1,-1,-1,-0.009043512,0.615754322,-1,-1,-1,-1,-1,-0.009043512,0.479695586,-1,-1,-1,6.168493039,4.361679484,-0.009043512,0.414109147,2.305953948,-1,-1,1.483308237,-1
4.55,-0.021225364,0.613827048,-1,-1,-1,-1,-1,-0.021225364,0.549559665,-1,-1,-1,-1,-1,-0.021225364,0.424331137,-1,-1,-1,5.667481768,3.996598425,-0.021225364,0.363829505,2.099864786,-1,-1,1.339940697,-1
4.6,-0.03212152,0.547225307,-1,-1,-1,-1,-1,-0.03212152,0.488150735,-1,-1,-1,-1,-1,-0.03212152,0.373263881,-1,-1,-1,5.194965749,3.653079231,-0.03212152,0.317481745,1.906853295,-1,-1,1.206581729,-1
4.65,-0.041873671,0.485460498,-1,-1,-1,-1,-1,-0.041873671,0.431359294,-1,-1,-1,-1,-1,-0.041873671,0.326268105,-1,-1,-1,4.750723725,3.330838215,-0.041873671,0.274878656,1.726634989,-1,-1,1.082907936,-1
4.7,-0.050646375,0.428370362,-1,-1,-1,-1,-1,-0.050646375,0.379009654,-1,-1,-1,-1,-1,-0.050646375,0.283106071,-1,-1,-1,4.334357574,3.029473098,-0.050646375,0.235851173,1.558859611,-1,-1,0.968569528,-1
4.75,-0.05854489,0.375787224,-1,-1,-1,-1,-1,-0.05854489,0.330914183,-1,-1,-1,-1,-1,-0.05854489,0.243557173,-1,-1,-1,3.945293733,2.748459311,-0.05854489,0.200250321,1.403122019,-1,-1,0.863184936,-1
4.8,-0.065587783,0.327513682,-1,-1,-1,-1,-1,-0.065587783,0.286856251,-1,-1,-1,-1,-1,-0.065587783,0.207418445,-1,-1,-1,3.582778036,2.487154803,-0.065587783,0.167931069,1.258974771,-1,-1,0.766337781,-1
