-1,0,0,0,0,0,0,0,30,30,30,30,30,30,30,60,60,60,60,60,60,60,90,90,90,90,90,90,90
-1,0,30,60,90,120,150,180,0,30,60,90,120,150,180,0,30,60,90,120,150,180,0,30,60,90,120,150,180
3,0.380983123,0.400376918,0.431472863,1.162278801,-1,-1,-1,0.380983123,0.40344241,0.443095724,0.760563665,-1,-1,-1,0.380983123,0.408828271,0.476735856,0.548675738,1.837549483,-1,-1,0.380983123,0.411299687,0.500608914,0.559092605,0.660150272,-1,-1
3.05,0.272351394,0.290559086,0.319861555,1.028916899,-1,-1,-1,0.272351394,0.293837016,0.331830969,0.635793531,-1,-1,-1,0.272351394,0.299654982,0.365832855,0.433008554,1.692201835,-1,-1,0.272351394,0.302336746,0.389684213,0.444342837,0.535311962,-1,-1
3.1,0.181768276,0.198838357,0.226385333,0.912423373,-1,-1,-1,0.181768276,0.202303512,0.238591661,0.528865041,-1,-1,-1,0.181768276,0.208478213,0.272733931,0.335294644,1.562349989,-1,-1,0.181768276,0.211317485,0.296435791,0.347356939,0.42901788,-1,-1
3.15,0.106639496,0.122625953,0.148462239,0.810413697,-1,-1,-1,0.106639496,0.126247152,0.16081312,0.437305401,-1,-1,-1,0.106639496,0.132707797,0.194892219,0.253002731,1.445729628,-1,-1,0.106639496,0.135663343,0.218324994,0.265626893,0.338717707,-1,-1
3.2,0.044676781,0.059638122,0.083812396,0.720804533,-1,-1,-1,0.044676781,0.063385288,0.096230185,0.35893823,-1,-1,-1,0.044676781,0.070064012,0.130059208,0.183905055,1.340368422,-1,-1,0.044676781,0.073100502,0.153115703,0.196939324,0.262152632,-1,-1
3.25,-0.006116967,0.007876434,0.030444,0.641797445,-1,-1,-1,-0.006116967,0.011724907,0.042857386,0.291867316,-1,-1,-1,-0.006116967,0.018555961,0.076266497,0.126059813,1.244568213,-1,-1,-0.006116967,0.021639207,0.098858928,0.139365459,0.197345151,-1,-1
3.3,-0.047440418,-0.034366424,-0.013339902,0.571886039,-1,-1,-1,-0.047440418,-0.030440129,-0.001001633,0.234480198,-1,-1,-1,-0.047440418,-0.023518827,0.031838492,0.077814426,1.156911625,-1,-1,-0.047440418,-0.020420069,0.053901927,0.091268643,0.142610256,-1,-1
3.35,-0.080707853,-0.068513628,-0.048952713,0.509844279,-1,-1,-1,-0.080707853,-0.064539701,-0.036756066,0.185437684,-1,-1,-1,-0.080707853,-0.05758387,-0.004609366,0.037791263,1.076258915,-1,-1,-0.080707853,-0.054491604,0.016878012,0.051287613,0.096546307,-1,-1
