-1,-1
-1,-1
2,15.92617081
2.05,13.60786363
2.1,11.6121867
2.15,9.893470799
2.2,8.412965526
2.25,7.137704022
2.3,6.039556311
2.35,5.094430689
2.4,4.281634
2.45,3.583364656
2.5,2.984284047
2.55,2.471131986
2.6,2.0323998
2.65,1.658083039
2.7,1.339499872
2.75,1.069124438
2.8,0.840409165
2.85,0.647617185
2.9,0.485707912
2.95,0.350285374
3,0.237564781
3.05,0.144304668
3.1,0.067700806
3.15,0.005283097
3.2,-0.045138709
3.25,-0.085474359
3.3,-0.117339766
3.35,-0.1420745
3.4,-0.160793038
3.45,-0.174450592
3.5,-0.183903476
3.55,-0.189933361
3.6,-0.1932263
3.65,-0.194347223
3.7,-0.193740084
3.75,-0.191743587
3.8,-0.188622367
3.85,-0.184610742
3.9,-0.179932876
3.95,-0.174788254
4,-0.169336768
4.05,-0.163698088
4.1,-0.157956816
4.15,-0.152171835
4.2,-0.146386663
4.25,-0.140640601
4.3,-0.134976132
4.35,-0.129430545
4.4,-0.124023648
4.45,-0.118761488
4.5,-0.113649073
4.55,-0.108697701
4.6,-0.103918448
4.65,-0.099309231
4.7,-0.094866034
4.75,-0.090590607
4.8,-0.086477895
4.85,-0.082525942
4.9,-0.07874103
4.95,-0.075123505
5,-0.071666822
5.05,-0.068362637
5.1,-0.06520077
5.15,-0.062186034
5.2,-0.059330306
5.25,-0.056626884
5.3,-0.054067931
5.35,-0.051641201
5.4,-0.049332788
5.45,-0.047133175
5.5,-0.045037319
5.55,-0.043044261
5.6,-0.041153477
5.65,-0.039359665
5.7,-0.037663403
5.75,-0.036063733
5.8,-0.034554099
5.85,-0.033121929
5.9,-0.03176043
5.95,-0.030465231
6,-0.029230096
6.05,-0.028052084
6.1,-0.026935563
6.15,-0.02588859
6.2,-0.024912873
6.25,-0.024000813
6.3,-0.023143884
6.35,-0.022335534
6.4,-0.021568872
6.45,-0.020835061
6.5,-0.020119823
6.55,-0.019414318
6.6,-0.018720961
6.65,-0.01804898
6.7,-0.017406101
6.75,-0.016793324
6.8,-0.016208672
6.85,-0.015649862
6.9,-0.015116937
6.95,-0.014616558
7,-0.014152665
7.05,-0.013718725
7.1,-0.013303137
7.15,-0.012896512
7.2,-0.012498172
7.25,-0.012114237
7.3,-0.011747713
7.35,-0.011397248
7.4,-0.011059666
7.45,-0.010732222
7.5,-0.01041437
7.55,-0.010107627
7.6,-0.009814669
7.65,-0.009536872
7.7,-0.009272377
7.75,-0.009015424
7.8,-0.008760165
7.85,-0.008508809
7.9,-0.008265313
7.95,-0.008031645
8,-0.007808798
8.05,-0.007596456
8.1,-0.007393321
8.15,-0.007198123
8.2,-0.007009878
8.25,-0.006827988
8.3,-0.006653502
8.35,-0.006486742
8.4,-0.006326558
8.45,-0.006171566
8.5,-0.006019708
8.55,-0.005870651
8.6,-0.0057257
8.65,-0.005585259
8.7,-0.005449506
8.75,-0.005318277
8.8,-0.005191282
8.85,-0.005068325
8.9,-0.004949231
8.95,-0.004833826
9,-0.004721807
9.05,-0.004612664
9.1,-0.00450614
9.15,-0.004402848
9.2,-0.004303143
9.25,-0.004206754
9.3,-0.004113489
9.35,-0.004022845
9.4,-0.003934816
9.45,-0.003849573
9.5,-0.003766806
9.55,-0.003686348
9.6,-0.00360803
9.65,-0.003531728
9.7,-0.003457396
9.75,-0.003385016
9.8,-0.003314549
9.85,-0.003245952
9.9,-0.003179174
9.95,-0.003114157
10,-0.003050839
10.05,-0.00298916
10.1,-0.002929086
10.15,-0.002870628
10.2,-0.002813744
10.25,-0.002758324
10.3,-0.002704309
10.35,-0.002651553
10.4,-0.002599964
10.45,-0.002549595
10.5,-0.002500478
10.55,-0.002452465
10.6,-0.002405628
10.65,-0.002360003
10.7,-0.002315521
10.75,-0.002272107
10.8,-0.002229705
10.85,-0.002188312
10.9,-0.002147914
10.95,-0.002108486
11,-0.002070002
11.05,-0.002032434
11.1,-0.00199575
11.15,-0.001959917
11.2,-0.001924899
11.25,-0.001890662
11.3,-0.001857177
11.35,-0.00182442
11.4,-0.00179237
11.45,-0.001761009
11.5,-0.001730313
11.55,-0.001700263
11.6,-0.001670839
11.65,-0.001642014
11.7,-0.001613795
11.75,-0.00158617
11.8,-0.00155914
11.85,-0.001532696
11.9,-0.001506817
11.95,-0.0014815
12,-0.00145673
12.1,-0.001408792
12.2,-0.001362901
12.3,-0.001318935
12.4,-0.001276779
12.5,-0.001236319
12.6,-0.00119744
12.7,-0.001160039
12.8,-0.001124033
12.9,-0.001089361
13,-0.001055971
13.1,-0.00102383
13.2,-0.000992903
13.3,-0.000963153
13.4,-0.000934537
13.5,-0.000907015
13.6,-0.000880541
13.7,-0.00085506
13.8,-0.000830515
13.9,-0.000806852
14,-0.00078402
14.1,-0.000761974
14.2,-0.000740676
14.3,-0.000720094
14.4,-0.000700203
14.5,-0.000680978
14.6,-0.000662398
14.7,-0.000644446
14.8,-0.000627104
14.9,-0.000610354
15,-0.000594175
15.1,-0.000578543
15.2,-0.000563435
15.3,-0.000548826
15.4,-0.000534694
15.5,-0.000521016
15.6,-0.000507772
15.7,-0.000494941
15.8,-0.000482507
15.9,-0.000470453
16,-0.000458765
16.1,-0.000447431
16.2,-0.000436439
16.3,-0.000425781
16.4,-0.000415447
16.5,-0.000405427
16.6,-0.00039571
16.7,-0.000386286
16.8,-0.000377144
16.9,-0.000368276
17,-0.00035967
17.1,-0.000351317
17.2,-0.000343207
17.3,-0.000335331
17.4,-0.00032768
17.5,-0.000320246
17.6,-0.00031302
17.7,-0.000305995
17.8,-0.000299164
17.9,-0.00029252
18,-0.000286058
18.1,-0.000279772
18.2,-0.000273656
18.3,-0.000267707
18.4,-0.000261918
18.5,-0.000256285
18.6,-0.000250804
18.7,-0.000245469
18.8,-0.000240276
18.9,-0.00023522
19,-0.000230298
19.1,-0.000225505
19.2,-0.000220836
19.3,-0.000216288
19.4,-0.000211857
19.5,-0.000207539
19.6,-0.000203331
19.7,-0.000199229
19.8,-0.00019523
19.9,-0.000191331
20,-0.000187528
