-1,0,15,30,45,60,75,90,105,120,135,150,165,180
6.65,-0.031943865,-0.029561004,-0.023185952,-0.016420985,-0.012563034,-0.01257035,-0.015101564,-0.020647479,-0.03120046,-0.047089317,-0.068651461,-0.090764847,-0.100607013
6.7,-0.030657071,-0.028364562,-0.021942664,-0.015623559,-0.012009027,-0.01206535,-0.014632711,-0.019802731,-0.029987766,-0.045076517,-0.065714424,-0.086833153,-0.096154015
6.75,-0.029381006,-0.02712436,-0.020757268,-0.014865735,-0.01150341,-0.011571692,-0.014185934,-0.019021031,-0.028829522,-0.043143119,-0.062915338,-0.083116021,-0.091928313
6.8,-0.028108857,-0.025821987,-0.019634543,-0.014137665,-0.011046567,-0.01110526,-0.01374874,-0.018299863,-0.027716768,-0.041305249,-0.060261727,-0.07959659,-0.087914694
6.85,-0.026815923,-0.024477993,-0.018577204,-0.013432884,-0.010636362,-0.010678811,-0.013314548,-0.017632078,-0.026638708,-0.039562727,-0.057738339,-0.076236932,-0.084094621
6.9,-0.025489905,-0.023137865,-0.017589714,-0.01274601,-0.010271022,-0.010299846,-0.012876797,-0.017009543,-0.025584584,-0.03790521,-0.055323681,-0.073003564,-0.080437951
6.95,-0.024132904,-0.021833592,-0.016662563,-0.012078635,-0.009946475,-0.009971163,-0.012432399,-0.016431432,-0.024546931,-0.036321043,-0.053004397,-0.069881596,-0.07692452
7,-0.022781012,-0.020589667,-0.015787642,-0.011431671,-0.009655087,-0.009689626,-0.011980572,-0.015897916,-0.02352844,-0.034801717,-0.050769448,-0.066869787,-0.073551876
7.05,-0.021474962,-0.019413329,-0.014959833,-0.010823389,-0.009382576,-0.009445984,-0.011526273,-0.01540441,-0.022536243,-0.033345142,-0.04860713,-0.063972405,-0.07031622
7.1,-0.020233836,-0.018292086,-0.014180505,-0.010268489,-0.009115554,-0.009228464,-0.011080565,-0.014937032,-0.021578209,-0.031953301,-0.046515904,-0.061193122,-0.067214283
7.15,-0.019050486,-0.017223528,-0.013439284,-0.009777095,-0.008839141,-0.009024736,-0.010655486,-0.014479605,-0.020662738,-0.030628392,-0.044509837,-0.058525674,-0.064243205
7.2,-0.017933831,-0.01622284,-0.01272678,-0.009355013,-0.008541759,-0.008821831,-0.010262316,-0.01402697,-0.019799493,-0.029370839,-0.04260804,-0.055954437,-0.061392964
7.25,-0.016898927,-0.015302751,-0.012033715,-0.008997493,-0.008220281,-0.008607751,-0.009908481,-0.013579097,-0.018995821,-0.028178938,-0.040810677,-0.053465693,-0.058650712
7.3,-0.015942146,-0.014460137,-0.011359749,-0.008690149,-0.00788253,-0.008374771,-0.009596826,-0.013138269,-0.018252711,-0.02704973,-0.03910073,-0.051058461,-0.056011134
7.35,-0.015050714,-0.013686541,-0.010709212,-0.008411708,-0.007544763,-0.008120146,-0.009324545,-0.012704518,-0.017566692,-0.025976497,-0.037457666,-0.048745151,-0.053473997
7.4,-0.014221681,-0.012966281,-0.010089283,-0.008143464,-0.007223904,-0.007848112,-0.009083622,-0.012275769,-0.016931315,-0.024947337,-0.035866894,-0.046543792,-0.05104416
7.45,-0.01345036,-0.012282644,-0.009520168,-0.007878465,-0.006936965,-0.007568175,-0.008868592,-0.011849831,-0.016339196,-0.023953143,-0.034321434,-0.044456054,-0.048724321
7.5,-0.012721843,-0.011626197,-0.009014951,-0.007612064,-0.006695277,-0.007291194,-0.008676252,-0.011426846,-0.015785653,-0.022993401,-0.032821089,-0.042468621,-0.046509033
7.55,-0.012028439,-0.010983757,-0.008581139,-0.00734406,-0.00650138,-0.00702598,-0.008500337,-0.011010964,-0.01526584,-0.022071556,-0.031370698,-0.040565098,-0.044389713
7.6,-0.011352434,-0.010339336,-0.008215155,-0.007075391,-0.006349465,-0.006778893,-0.008330999,-0.01060788,-0.01477752,-0.021189276,-0.029975447,-0.038735423,-0.042364053
7.65,-0.010685836,-0.009702916,-0.007902238,-0.006804635,-0.006228298,-0.006554876,-0.008159192,-0.010223455,-0.014311738,-0.020349215,-0.028640294,-0.036979711,-0.040432756
7.7,-0.010027696,-0.009101492,-0.007622763,-0.006527646,-0.006124892,-0.006356563,-0.00797701,-0.009864053,-0.013862132,-0.019554603,-0.02737244,-0.035298934,-0.038595182
7.75,-0.009398612,-0.00856947,-0.007361251,-0.006243327,-0.006025303,-0.006185384,-0.007779954,-0.009532902,-0.013427303,-0.018805268,-0.026177034,-0.033694808,-0.036851855
7.8,-0.00882604,-0.008123441,-0.007113523,-0.005957385,-0.005917608,-0.006040244,-0.007566721,-0.009230944,-0.013007175,-0.018097339,-0.025052595,-0.032169582,-0.035201613
7.85,-0.008325757,-0.00776547,-0.006879276,-0.005678751,-0.005794347,-0.005917976,-0.007339069,-0.008956614,-0.012601516,-0.017424566,-0.023994342,-0.030726037,-0.033641554
7.9,-0.007905009,-0.007482806,-0.006655823,-0.005421139,-0.005648067,-0.005812558,-0.007101583,-0.008707782,-0.012207973,-0.016778437,-0.023000165,-0.029365137,-0.032168373
7.95,-0.007561518,-0.007243273,-0.006437547,-0.005198552,-0.00547715,-0.00571932,-0.006860762,-0.008484678,-0.011823034,-0.016153943,-0.022066,-0.028089105,-0.0307791
8,-0.007279983,-0.007007166,-0.006209638,-0.005020172,-0.005283783,-0.005632801,-0.006623665,-0.008287095,-0.011443275,-0.015550065,-0.021186522,-0.026903469,-0.029466598
8.05,-0.007032203,-0.006753209,-0.005959629,-0.004886906,-0.005076934,-0.005546183,-0.006397288,-0.008109933,-0.011068179,-0.014971193,-0.020359427,-0.025807149,-0.028222391
8.1,-0.006791137,-0.006470877,-0.005681752,-0.004791044,-0.004868805,-0.005453962,-0.006187984,-0.0079454,-0.010699501,-0.014420512,-0.019584109,-0.024788399,-0.027043461
8.15,-0.006543116,-0.006159854,-0.005387636,-0.004720378,-0.004671748,-0.005352083,-0.005999448,-0.007785812,-0.010338918,-0.013898215,-0.018856924,-0.02382959,-0.025929174
8.2,-0.006272823,-0.00583505,-0.005098309,-0.004660287,-0.004495825,-0.005238261,-0.00583258,-0.007624819,-0.009989544,-0.013404212,-0.018174644,-0.022913882,-0.024874981
8.25,-0.005977958,-0.005511658,-0.004835963,-0.004597018,-0.004347035,-0.005111797,-0.005686589,-0.007457861,-0.00965301,-0.012940147,-0.017530877,-0.022029952,-0.023874659
8.3,-0.005665582,-0.005207386,-0.004618635,-0.004521567,-0.004227344,-0.004972413,-0.005559957,-0.00728098,-0.00932831,-0.012506347,-0.01691557,-0.021171509,-0.022919733
8.35,-0.005345124,-0.004936835,-0.004453897,-0.004424634,-0.004135557,-0.004820667,-0.00545063,-0.007091768,-0.009015474,-0.012102414,-0.016321173,-0.020335287,-0.022002989
8.4,-0.005038248,-0.004706183,-0.004337607,-0.004301464,-0.004068327,-0.004659562,-0.005355528,-0.006890107,-0.00871704,-0.011725927,-0.015745702,-0.019523212,-0.02111928
8.45,-0.004763446,-0.004518554,-0.004257297,-0.004151882,-0.004020005,-0.004494135,-0.00527032,-0.00667925,-0.00843855,-0.011371454,-0.015185785,-0.018739854,-0.020268331
8.5,-0.004532666,-0.004373706,-0.004197337,-0.003981796,-0.003983545,-0.004329675,-0.005189617,-0.006464018,-0.00818515,-0.011034012,-0.014635272,-0.017986998,-0.019451569
8.55,-0.004349936,-0.004267268,-0.00414117,-0.003803435,-0.003950952,-0.004171779,-0.005108944,-0.006249708,-0.007957255,-0.010710747,-0.014092401,-0.017263937,-0.018668754
8.6,-0.004213052,-0.004190075,-0.004072695,-0.003630352,-0.003914414,-0.004025868,-0.005024408,-0.006041266,-0.007751758,-0.01039947,-0.013560422,-0.016572824,-0.017924552
8.65,-0.004114221,-0.004129575,-0.003983065,-0.003475271,-0.003867049,-0.00389596,-0.004932863,-0.005842694,-0.007564397,-0.010097482,-0.013045066,-0.015917522,-0.017206777
8.7,-0.004041944,-0.004072016,-0.003863824,-0.003346898,-0.003804381,-0.003784912,-0.004832149,-0.00565685,-0.007390512,-0.009802882,-0.012552607,-0.015299197,-0.016520466
8.75,-0.003983589,-0.004004698,-0.003717641,-0.003249008,-0.003724315,-0.003693879,-0.004721552,-0.005484784,-0.007226017,-0.009512641,-0.012086605,-0.014711654,-0.015870176
8.8,-0.003926652,-0.003918829,-0.003551901,-0.003181327,-0.003627619,-0.003622073,-0.004600732,-0.005328255,-0.007066176,-0.009223158,-0.011647674,-0.014151169,-0.015257571
8.85,-0.003859254,-0.003813013,-0.003381047,-0.003140578,-0.003516332,-0.003567251,-0.004470633,-0.005188444,-0.00690634,-0.008934163,-0.011235392,-0.013614209,-0.014678757
8.9,-0.003774018,-0.003690141,-0.003219615,-0.003121001,-0.003393825,-0.003525751,-0.004332988,-0.005064517,-0.006742812,-0.00864793,-0.010848574,-0.013103161,-0.014129665
8.95,-0.003668573,-0.003554642,-0.003078911,-0.003115187,-0.003264637,-0.003493148,-0.004190945,-0.004954638,-0.006575891,-0.008368859,-0.010485216,-0.012621895,-0.01360688
9,-0.003544545,-0.003412866,-0.002964981,-0.003114206,-0.003134357,-0.003464845,-0.004047822,-0.004856466,-0.006407779,-0.008100236,-0.010142851,-0.012173639,-0.013111288
9.05,-0.003405303,-0.003268386,-0.002879883,-0.003108977,-0.00300934,-0.003436706,-0.003906993,-0.004767174,-0.006239184,-0.007842973,-0.009820424,-0.011757939,-0.012646436
9.1,-0.00325756,-0.00312571,-0.002822691,-0.003091437,-0.002895625,-0.003405138,-0.003771725,-0.004683826,-0.006070048,-0.007597431,-0.009515865,-0.011370921,-0.012213793
9.15,-0.003108023,-0.002988556,-0.002790111,-0.00305595,-0.002798053,-0.003366883,-0.003644867,-0.004603631,-0.005900951,-0.007363849,-0.009225731,-0.011007542,-0.011807779
9.2,-0.002963214,-0.002861241,-0.002776531,-0.003000388,-0.002719556,-0.003319562,-0.003528407,-0.004524165,-0.005732023,-0.00714242,-0.008945603,-0.010664269,-0.011424024
9.25,-0.00282918,-0.00274803,-0.002774656,-0.002925099,-0.002660866,-0.003261427,-0.003423889,-0.004443842,-0.005563411,-0.006931634,-0.008672628,-0.010337271,-0.011058065
9.3,-0.002711416,-0.002652116,-0.002776368,-0.002832863,-0.002620842,-0.003191672,-0.003332028,-0.004360932,-0.005397366,-0.006730149,-0.008408933,-0.010024291,-0.010706257
9.35,-0.002614426,-0.002575059,-0.002774507,-0.002727708,-0.002596694,-0.00311057,-0.003252796,-0.004274427,-0.005235884,-0.006538207,-0.008159035,-0.009722419,-0.010366454
9.4,-0.002540758,-0.002517159,-0.002763603,-0.002614793,-0.002584613,-0.003019526,-0.003185628,-0.004183474,-0.005080085,-0.006357794,-0.007924765,-0.009430936,-0.010039189
9.45,-0.002490524,-0.002477488,-0.0027399,-0.002500305,-0.002580208,-0.002920987,-0.003129221,-0.004088331,-0.004930895,-0.006189961,-0.007705574,-0.009149882,-0.009725161
9.5,-0.002461317,-0.002453779,-0.00270088,-0.002391058,-0.002578904,-0.002818129,-0.003081766,-0.003989474,-0.004789019,-0.006034488,-0.007499373,-0.008878815,-0.009424719
9.55,-0.002448529,-0.002442138,-0.002645201,-0.002293431,-0.002576021,-0.002714647,-0.003041102,-0.003887738,-0.004654835,-0.005889651,-0.007303072,-0.008616902,-0.009136873
9.6,-0.002446109,-0.002437326,-0.002572725,-0.002212347,-0.002567366,-0.002614197,-0.003004877,-0.003784186,-0.004528499,-0.005752886,-0.007114276,-0.008361832,-0.008858642
9.65,-0.002447506,-0.002433479,-0.002485329,-0.002150632,-0.002549422,-0.002519988,-0.002970733,-0.003679871,-0.004410059,-0.005621126,-0.0069335,-0.008111028,-0.00858634
9.7,-0.002446297,-0.0024248,-0.002386778,-0.002108689,-0.002519703,-0.002434901,-0.002936451,-0.003575636,-0.00429919,-0.005491839,-0.006760386,-0.007865378,-0.008318797
9.75,-0.002437068,-0.002406671,-0.002282055,-0.002085021,-0.002476892,-0.002360897,-0.002900236,-0.003472766,-0.004195841,-0.005365396,-0.006593717,-0.007627171,-0.008056482
9.8,-0.002415953,-0.002375836,-0.002176819,-0.002076593,-0.002420918,-0.002299112,-0.00286069,-0.003372622,-0.004099153,-0.005242238,-0.006432375,-0.007397093,-0.007803026
9.85,-0.0023801,-0.002331189,-0.002076927,-0.002079443,-0.002352834,-0.002249813,-0.002817055,-0.003276296,-0.004008447,-0.005121986,-0.00627487,-0.007176401,-0.007559956
9.9,-0.002327681,-0.002272626,-0.001987793,-0.002089069,-0.00227482,-0.002212446,-0.002768925,-0.003184824,-0.003922551,-0.005004439,-0.006119283,-0.006965186,-0.007327491
9.95,-0.002258371,-0.002202066,-0.001913674,-0.002100725,-0.002189888,-0.002185917,-0.002716298,-0.003098913,-0.003840782,-0.004889494,-0.005964009,-0.006761815,-0.00710506
